title,description,category
El disco duro externo se reinicia solo,"El disco duro externo se reinicia solo, hace ya una semana. No corre prisa, es solo para dejarlo registrado.",HARDWARE
El disco duro externo se calienta demasiado y se apaga,"El disco duro externo se calienta demasiado y se apaga, justo antes de una reunión importante. Por favor priorizar, me está atrasando bastante.",HARDWARE
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando después de la última actualización.",SUGERENCIAS
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando desde esta mañana.,RECLAMOS
Teams se cierra solo apenas lo abro,"Teams se cierra solo apenas lo abro, de un momento a otro.",SOFTWARE
El punto de red de mi oficina no llega señal a mi oficina,"El punto de red de mi oficina no llega señal a mi oficina, cada vez que lo intento.",RED
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando hace ya una semana.",OTRO
La vpn institucional quedó completamente sin acceso,"La vpn institucional quedó completamente sin acceso, desde esta mañana. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RED
La sala de directorio quiero cancelar mi reserva de esta semana,"La sala de directorio quiero cancelar mi reserva de esta semana, sin ningún cambio de mi parte.",RESERVA_DE_SALAS
Los parlantes no detecta el mouse ni el teclado,"Los parlantes no detecta el mouse ni el teclado, cada vez que lo intento.",HARDWARE
La red cableada de mi escritorio se cae cada cierto tiempo,"La red cableada de mi escritorio se cae cada cierto tiempo, desde esta mañana.",RED
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando sin ningún cambio de mi parte.",RECLAMOS
El punto de red de mi oficina no llega señal a mi oficina,"El punto de red de mi oficina no llega señal a mi oficina, justo antes de una reunión importante.",RED
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando justo antes de una reunión importante.,SUGERENCIAS
La vpn institucional se desconecta apenas me conecto,"La vpn institucional se desconecta apenas me conecto, sin ningún cambio de mi parte. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RED
La sala 204 aparece ocupada pero en realidad está libre,"La sala 204 aparece ocupada pero en realidad está libre, de un momento a otro.",RESERVA_DE_SALAS
El punto de red de mi oficina no logra conectar,"El punto de red de mi oficina no logra conectar, desde que volvimos de la semana de vacaciones. Es crítico: afecta a todo el piso y nadie puede trabajar.",RED
La aplicación de asistencia se congela al abrir un archivo grande,"La aplicación de asistencia se congela al abrir un archivo grande, desde ayer en la tarde. Tengo una entrega importante y esto me lo está impidiendo.",SOFTWARE
App móvil para tickets,"Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando sin ningún cambio de mi parte. Sistema completo caído para todo el área, se necesita atención inmediata.",SUGERENCIAS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando justo antes de una reunión importante.,RECLAMOS
El auditorio la necesito reservar para mañana,"El auditorio la necesito reservar para mañana, hace ya una semana. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",RESERVA_DE_SALAS
La impresora de red está muy lenta desde hace rato,"La impresora de red está muy lenta desde hace rato, desde esta mañana.",RED
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando desde esta mañana.,SUGERENCIAS
Recordatorio automático de reservas,"Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando justo antes de una reunión importante. Sistema completo caído para todo el área, se necesita atención inmediata.",SUGERENCIAS
La red del piso 3 está muy lenta desde hace rato,"La red del piso 3 está muy lenta desde hace rato, sin ningún cambio de mi parte. Necesito que se resuelva hoy mismo si es posible.",RED
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando de un momento a otro. Ya es el segundo día sin poder trabajar por esto.,RECLAMOS
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando desde ayer en la tarde.,SUGERENCIAS
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando cada vez que lo intento.,SUGERENCIAS
La red cableada de mi escritorio no carga ninguna página,"La red cableada de mi escritorio no carga ninguna página, justo antes de una reunión importante. No es urgente, pueden revisarlo cuando tengan tiempo.",RED
Me cerraron el ticket sin avisar,"Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando hace ya una semana. Por favor priorizar, me está atrasando bastante.",RECLAMOS
Consulta general sobre un trámite,"Tengo una consulta general sobre cómo hacer un trámite, no encontré la información en la intranet. Esto viene pasando desde esta mañana.",OTRO
La vpn institucional quedó pegado cargando y no avanza,"La vpn institucional quedó pegado cargando y no avanza, desde ayer en la tarde.",SOFTWARE
La aplicación de asistencia se congela al abrir un archivo grande,"La aplicación de asistencia se congela al abrir un archivo grande, de forma intermitente durante el día. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",SOFTWARE
El acceso a la carpeta compartida no logra conectar,"El acceso a la carpeta compartida no logra conectar, desde que volvimos de la semana de vacaciones.",RED
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando de un momento a otro.",OTRO
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando desde ayer en la tarde.,SUGERENCIAS
Mi tarjeta de acceso pide verificación en dos pasos y el código nunca llega,"Mi tarjeta de acceso pide verificación en dos pasos y el código nunca llega, de un momento a otro.",ACCESOS
El computador se ve la pantalla completamente negra,"El computador se ve la pantalla completamente negra, desde esta mañana. Ya es el segundo día sin poder trabajar por esto.",HARDWARE
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando hace ya una semana. Puede esperar, no me está bloqueando por ahora.",OTRO
El proyector de la sala no carga la batería aunque esté conectado,"El proyector de la sala no carga la batería aunque esté conectado, justo antes de una reunión importante. Por favor priorizar, me está atrasando bastante.",HARDWARE
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando hace ya una semana.",OTRO
Consulta general sobre un trámite,"Tengo una consulta general sobre cómo hacer un trámite, no encontré la información en la intranet. Esto viene pasando desde que volvimos de la semana de vacaciones. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",OTRO
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando desde ayer en la tarde.,RECLAMOS
App móvil para tickets,"Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando cada vez que lo intento. No es urgente, pueden revisarlo cuando tengan tiempo.",SUGERENCIAS
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando de forma intermitente durante el día. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RECLAMOS
El computador no imprime nada aunque diga que está listo,"El computador no imprime nada aunque diga que está listo, desde ayer en la tarde.",HARDWARE
El navegador no abre de ninguna forma,"El navegador no abre de ninguna forma, desde ayer en la tarde. Tengo una entrega importante y esto me lo está impidiendo.",SOFTWARE
El computador no carga la batería aunque esté conectado,"El computador no carga la batería aunque esté conectado, desde ayer en la tarde.",HARDWARE
El problema volvió a ocurrir,"El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando después de la última actualización. Sistema completo caído para todo el área, se necesita atención inmediata.",RECLAMOS
El programa de nómina aparece una pantalla de error en blanco,"El programa de nómina aparece una pantalla de error en blanco, justo antes de una reunión importante.",SOFTWARE
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando desde ayer en la tarde.,SUGERENCIAS
La sala de videoconferencia necesito cambiarle el horario a mi reserva,"La sala de videoconferencia necesito cambiarle el horario a mi reserva, hace ya una semana. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RESERVA_DE_SALAS
No me notificaron el cambio,Cambiaron algo en el sistema y nadie del área nos avisó con anticipación. Esto viene pasando sin ningún cambio de mi parte.,RECLAMOS
Me cerraron el ticket sin avisar,"Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando cada vez que lo intento. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RECLAMOS
Los parlantes quedó con la pantalla azul,"Los parlantes quedó con la pantalla azul, cada vez que lo intento.",HARDWARE
El cargador del notebook quedó con la pantalla azul,"El cargador del notebook quedó con la pantalla azul, hace ya una semana.",HARDWARE
El programa de nómina se congela al abrir un archivo grande,"El programa de nómina se congela al abrir un archivo grande, justo antes de una reunión importante. Necesito que se resuelva hoy mismo si es posible.",SOFTWARE
El acceso a la carpeta compartida no logra conectar,"El acceso a la carpeta compartida no logra conectar, desde que volvimos de la semana de vacaciones.",RED
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando de un momento a otro.,RECLAMOS
La red del piso 3 quedó completamente sin acceso,"La red del piso 3 quedó completamente sin acceso, después de la última actualización.",RED
Mi acceso a la carpeta compartida no tiene permisos para entrar a la carpeta,"Mi acceso a la carpeta compartida no tiene permisos para entrar a la carpeta, desde ayer en la tarde.",ACCESOS
El sistema de gestión académica no guarda los cambios que hago,"El sistema de gestión académica no guarda los cambios que hago, sin ningún cambio de mi parte.",SOFTWARE
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando hace ya una semana.,SUGERENCIAS
Notificación por correo al cambiar estado,"Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando sin ningún cambio de mi parte. Puede esperar, no me está bloqueando por ahora.",SUGERENCIAS
App móvil para tickets,"Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando sin ningún cambio de mi parte. Por favor priorizar, me está atrasando bastante.",SUGERENCIAS
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando después de la última actualización.",OTRO
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando desde que volvimos de la semana de vacaciones.",SUGERENCIAS
Notificación por correo al cambiar estado,"Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando de un momento a otro. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",SUGERENCIAS
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando cada vez que lo intento. Por favor priorizar, me está atrasando bastante.",RECLAMOS
El mouse no imprime nada aunque diga que está listo,"El mouse no imprime nada aunque diga que está listo, hace ya una semana.",HARDWARE
El laboratorio de cómputo la necesito reservar para mañana,"El laboratorio de cómputo la necesito reservar para mañana, desde que volvimos de la semana de vacaciones.",RESERVA_DE_SALAS
Mi usuario del sistema necesito que me den acceso,"Mi usuario del sistema necesito que me den acceso, desde ayer en la tarde.",ACCESOS
La sala 204 quiero reservarla de forma recurrente todo el mes,"La sala 204 quiero reservarla de forma recurrente todo el mes, sin ningún cambio de mi parte.",RESERVA_DE_SALAS
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando de un momento a otro.,SUGERENCIAS
El wifi de la oficina está muy lenta desde hace rato,"El wifi de la oficina está muy lenta desde hace rato, desde que volvimos de la semana de vacaciones.",RED
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando de forma intermitente durante el día.,OTRO
La red del piso 3 no llega señal a mi oficina,"La red del piso 3 no llega señal a mi oficina, de un momento a otro. Sin apuro, cualquier día de esta semana está bien.",RED
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando de un momento a otro.,RECLAMOS
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando hace ya una semana.,OTRO
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
Mi clave de acceso quedó bloqueada,"Mi clave de acceso quedó bloqueada, justo antes de una reunión importante.",ACCESOS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando desde que volvimos de la semana de vacaciones. Necesito que se resuelva hoy mismo si es posible.,RECLAMOS
El auditorio quiero cancelar mi reserva de esta semana,"El auditorio quiero cancelar mi reserva de esta semana, después de la última actualización.",RESERVA_DE_SALAS
Mi acceso a la carpeta compartida dice que el usuario no existe,"Mi acceso a la carpeta compartida dice que el usuario no existe, desde ayer en la tarde.",ACCESOS
La impresora de red no logra conectar,"La impresora de red no logra conectar, desde ayer en la tarde.",RED
El wifi de la oficina se desconecta apenas me conecto,"El wifi de la oficina se desconecta apenas me conecto, sin ningún cambio de mi parte.",RED
El micrófono perdió la conexión con el equipo,"El micrófono perdió la conexión con el equipo, sin ningún cambio de mi parte. Tengo una entrega importante y esto me lo está impidiendo.",HARDWARE
Mi usuario del sistema se venció y no puedo renovarla,"Mi usuario del sistema se venció y no puedo renovarla, después de la última actualización.",ACCESOS
El cargador del notebook no responde a nada,"El cargador del notebook no responde a nada, de un momento a otro.",HARDWARE
La cuenta de la impresora no tiene permisos para entrar a la carpeta,"La cuenta de la impresora no tiene permisos para entrar a la carpeta, después de la última actualización. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",ACCESOS
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando de forma intermitente durante el día.,SUGERENCIAS
El teclado quedó con la pantalla azul,"El teclado quedó con la pantalla azul, de un momento a otro. Es urgente, no puedo seguir trabajando.",HARDWARE
La webcam no enciende,"La webcam no enciende, justo antes de una reunión importante.",HARDWARE
La cuenta de la impresora olvidé la contraseña y no puedo recuperarla,"La cuenta de la impresora olvidé la contraseña y no puedo recuperarla, sin ningún cambio de mi parte. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",ACCESOS
La webcam se congela cada rato,"La webcam se congela cada rato, hace ya una semana.",HARDWARE
El wifi de la oficina se cae cada cierto tiempo,"El wifi de la oficina se cae cada cierto tiempo, de forma intermitente durante el día. Es urgente, no puedo seguir trabajando.",RED
El laboratorio de cómputo el sistema no me deja reservarla,"El laboratorio de cómputo el sistema no me deja reservarla, cada vez que lo intento.",RESERVA_DE_SALAS
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando sin ningún cambio de mi parte.,OTRO
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando desde que volvimos de la semana de vacaciones. Es crítico: afecta a todo el piso y nadie puede trabajar.,SUGERENCIAS
La sala de directorio necesito cambiarle el horario a mi reserva,"La sala de directorio necesito cambiarle el horario a mi reserva, de un momento a otro.",RESERVA_DE_SALAS
La sala de reuniones aparece ocupada pero en realidad está libre,"La sala de reuniones aparece ocupada pero en realidad está libre, hace ya una semana.",RESERVA_DE_SALAS
La sala de capacitación necesito cambiarle el horario a mi reserva,"La sala de capacitación necesito cambiarle el horario a mi reserva, hace ya una semana. Es crítico: afecta a todo el piso y nadie puede trabajar.",RESERVA_DE_SALAS
El problema volvió a ocurrir,El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando sin ningún cambio de mi parte.,RECLAMOS
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando sin ningún cambio de mi parte.",OTRO
Solicitud de información,"Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando sin ningún cambio de mi parte. Sistema completo caído para todo el área, se necesita atención inmediata.",OTRO
El computador no enciende,"El computador no enciende, después de la última actualización. Necesito que se resuelva hoy mismo si es posible.",HARDWARE
Técnico no llegó a la hora acordada,"El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando de un momento a otro. Puede esperar, no me está bloqueando por ahora.",RECLAMOS
El programa de nómina no reconoce mi usuario y contraseña,"El programa de nómina no reconoce mi usuario y contraseña, sin ningún cambio de mi parte.",SOFTWARE
La sala de videoconferencia quiero reservarla de forma recurrente todo el mes,"La sala de videoconferencia quiero reservarla de forma recurrente todo el mes, justo antes de una reunión importante.",RESERVA_DE_SALAS
La cuenta de la impresora no tiene permisos para entrar a la carpeta,"La cuenta de la impresora no tiene permisos para entrar a la carpeta, hace ya una semana.",ACCESOS
Mi usuario del sistema pide verificación en dos pasos y el código nunca llega,"Mi usuario del sistema pide verificación en dos pasos y el código nunca llega, desde que volvimos de la semana de vacaciones. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",ACCESOS
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando desde que volvimos de la semana de vacaciones.,OTRO
Mi usuario del sistema se venció y no puedo renovarla,"Mi usuario del sistema se venció y no puedo renovarla, desde que volvimos de la semana de vacaciones.",ACCESOS
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando de forma intermitente durante el día. Puede esperar, no me está bloqueando por ahora.",RECLAMOS
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando justo antes de una reunión importante. Tengo una entrega importante y esto me lo está impidiendo.,SUGERENCIAS
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando desde ayer en la tarde.,SUGERENCIAS
La fuente de poder se calienta demasiado y se apaga,"La fuente de poder se calienta demasiado y se apaga, de un momento a otro.",HARDWARE
La red del piso 3 aparece 'sin acceso a internet',"La red del piso 3 aparece 'sin acceso a internet', cada vez que lo intento. Tengo una entrega importante y esto me lo está impidiendo.",RED
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando justo antes de una reunión importante.",RECLAMOS
La sala de capacitación necesito cambiarle el horario a mi reserva,"La sala de capacitación necesito cambiarle el horario a mi reserva, después de la última actualización.",RESERVA_DE_SALAS
La webcam no reconoce el cable USB,"La webcam no reconoce el cable USB, cada vez que lo intento.",HARDWARE
El cargador del notebook se reinicia solo,"El cargador del notebook se reinicia solo, después de la última actualización. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",HARDWARE
La sala de directorio quiero cancelar mi reserva de esta semana,"La sala de directorio quiero cancelar mi reserva de esta semana, sin ningún cambio de mi parte.",RESERVA_DE_SALAS
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando después de la última actualización.,RECLAMOS
Mi cuenta de correo se venció y no puedo renovarla,"Mi cuenta de correo se venció y no puedo renovarla, cada vez que lo intento. Necesito que se resuelva hoy mismo si es posible.",ACCESOS
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando de un momento a otro.,RECLAMOS
La sala de directorio la necesito reservar para mañana,"La sala de directorio la necesito reservar para mañana, después de la última actualización.",RESERVA_DE_SALAS
La sala 204 aparece ocupada pero en realidad está libre,"La sala 204 aparece ocupada pero en realidad está libre, desde que volvimos de la semana de vacaciones. Es urgente, no puedo seguir trabajando.",RESERVA_DE_SALAS
La aplicación de asistencia no reconoce mi usuario y contraseña,"La aplicación de asistencia no reconoce mi usuario y contraseña, de forma intermitente durante el día. Es crítico: afecta a todo el piso y nadie puede trabajar.",SOFTWARE
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando desde esta mañana.,RECLAMOS
El sistema de gestión académica no abre de ninguna forma,"El sistema de gestión académica no abre de ninguna forma, hace ya una semana. Sin apuro, cualquier día de esta semana está bien.",SOFTWARE
Mi usuario del sistema quedó bloqueada,"Mi usuario del sistema quedó bloqueada, hace ya una semana.",ACCESOS
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando después de la última actualización. Tengo una entrega importante y esto me lo está impidiendo.,SUGERENCIAS
Notificación por correo al cambiar estado,"Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando desde que volvimos de la semana de vacaciones. Puede esperar, no me está bloqueando por ahora.",SUGERENCIAS
El sistema de gestión académica aparece una pantalla de error en blanco,"El sistema de gestión académica aparece una pantalla de error en blanco, sin ningún cambio de mi parte. Tengo una entrega importante y esto me lo está impidiendo.",SOFTWARE
Solicitud de información,"Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando cada vez que lo intento. No corre prisa, es solo para dejarlo registrado.",OTRO
La webcam perdió la conexión con el equipo,"La webcam perdió la conexión con el equipo, desde que volvimos de la semana de vacaciones.",HARDWARE
El laboratorio de cómputo la necesito reservar para mañana,"El laboratorio de cómputo la necesito reservar para mañana, desde que volvimos de la semana de vacaciones.",RESERVA_DE_SALAS
Mi perfil en el sistema de tickets necesito que me den acceso,"Mi perfil en el sistema de tickets necesito que me den acceso, desde que volvimos de la semana de vacaciones.",ACCESOS
El sistema de tickets quedó pegado cargando y no avanza,"El sistema de tickets quedó pegado cargando y no avanza, de forma intermitente durante el día. Tengo una entrega importante y esto me lo está impidiendo.",SOFTWARE
El cargador del notebook perdió la conexión con el equipo,"El cargador del notebook perdió la conexión con el equipo, desde que volvimos de la semana de vacaciones.",HARDWARE
Mi acceso a la carpeta compartida no me deja entrar de ninguna forma,"Mi acceso a la carpeta compartida no me deja entrar de ninguna forma, cada vez que lo intento. Es urgente, no puedo seguir trabajando.",ACCESOS
La sala de videoconferencia necesito cambiarle el horario a mi reserva,"La sala de videoconferencia necesito cambiarle el horario a mi reserva, desde ayer en la tarde.",RESERVA_DE_SALAS
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando desde que volvimos de la semana de vacaciones.,SUGERENCIAS
El acceso a la carpeta compartida está muy lenta desde hace rato,"El acceso a la carpeta compartida está muy lenta desde hace rato, hace ya una semana.",RED
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando sin ningún cambio de mi parte. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",OTRO
Consulta general sobre un trámite,"Tengo una consulta general sobre cómo hacer un trámite, no encontré la información en la intranet. Esto viene pasando desde que volvimos de la semana de vacaciones.",OTRO
La red cableada de mi escritorio no carga ninguna página,"La red cableada de mi escritorio no carga ninguna página, desde ayer en la tarde.",RED
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando de un momento a otro.",OTRO
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando después de la última actualización. Es crítico: afecta a todo el piso y nadie puede trabajar.,SUGERENCIAS
La sala de videoconferencia el sistema no me deja reservarla,"La sala de videoconferencia el sistema no me deja reservarla, justo antes de una reunión importante.",RESERVA_DE_SALAS
Teams dejó de sincronizar los archivos,"Teams dejó de sincronizar los archivos, después de la última actualización.",SOFTWARE
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando después de la última actualización.,SUGERENCIAS
Mi usuario del sistema no me deja entrar de ninguna forma,"Mi usuario del sistema no me deja entrar de ninguna forma, sin ningún cambio de mi parte.",ACCESOS
Técnico no llegó a la hora acordada,"El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando de un momento a otro. No corre prisa, es solo para dejarlo registrado.",RECLAMOS
Mi usuario del sistema quedó bloqueada,"Mi usuario del sistema quedó bloqueada, después de la última actualización.",ACCESOS
Notificación por correo al cambiar estado,"Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando desde ayer en la tarde. Es urgente, no puedo seguir trabajando.",SUGERENCIAS
El disco duro externo perdió la conexión con el equipo,"El disco duro externo perdió la conexión con el equipo, hace ya una semana. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",HARDWARE
Mi cuenta de la vpn olvidé la contraseña y no puedo recuperarla,"Mi cuenta de la vpn olvidé la contraseña y no puedo recuperarla, desde esta mañana. No corre prisa, es solo para dejarlo registrado.",ACCESOS
La sala de videoconferencia quiero reservarla de forma recurrente todo el mes,"La sala de videoconferencia quiero reservarla de forma recurrente todo el mes, sin ningún cambio de mi parte. Sistema completo caído para todo el área, se necesita atención inmediata.",RESERVA_DE_SALAS
Los parlantes no reconoce el cable USB,"Los parlantes no reconoce el cable USB, justo antes de una reunión importante. Puede esperar, no me está bloqueando por ahora.",HARDWARE
Solicitud de información,"Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando desde que volvimos de la semana de vacaciones. Sistema completo caído para todo el área, se necesita atención inmediata.",OTRO
La vpn institucional no abre de ninguna forma,"La vpn institucional no abre de ninguna forma, desde que volvimos de la semana de vacaciones.",SOFTWARE
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
La aplicación de asistencia muestra un error al iniciar sesión,"La aplicación de asistencia muestra un error al iniciar sesión, sin ningún cambio de mi parte.",SOFTWARE
Mi usuario del sistema olvidé la contraseña y no puedo recuperarla,"Mi usuario del sistema olvidé la contraseña y no puedo recuperarla, desde que volvimos de la semana de vacaciones. Por favor priorizar, me está atrasando bastante.",ACCESOS
El punto de red de mi oficina aparece 'sin acceso a internet',"El punto de red de mi oficina aparece 'sin acceso a internet', de un momento a otro. No corre prisa, es solo para dejarlo registrado.",RED
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando desde esta mañana. Ya es el segundo día sin poder trabajar por esto.",OTRO
La sala de capacitación el sistema no me deja reservarla,"La sala de capacitación el sistema no me deja reservarla, hace ya una semana. Tengo una entrega importante y esto me lo está impidiendo.",RESERVA_DE_SALAS
El cargador del notebook se congela cada rato,"El cargador del notebook se congela cada rato, justo antes de una reunión importante. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",HARDWARE
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando de forma intermitente durante el día.",RECLAMOS
Consulta general sobre un trámite,"Tengo una consulta general sobre cómo hacer un trámite, no encontré la información en la intranet. Esto viene pasando sin ningún cambio de mi parte. Por favor priorizar, me está atrasando bastante.",OTRO
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando de forma intermitente durante el día. Ya es el segundo día sin poder trabajar por esto.",OTRO
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando después de la última actualización. Necesito que se resuelva hoy mismo si es posible.,OTRO
El punto de red de mi oficina se cae cada cierto tiempo,"El punto de red de mi oficina se cae cada cierto tiempo, de un momento a otro.",RED
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando después de la última actualización.,SUGERENCIAS
Recordatorio automático de reservas,Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando de forma intermitente durante el día.,SUGERENCIAS
La sala de videoconferencia aparece ocupada pero en realidad está libre,"La sala de videoconferencia aparece ocupada pero en realidad está libre, justo antes de una reunión importante.",RESERVA_DE_SALAS
La webcam no carga la batería aunque esté conectado,"La webcam no carga la batería aunque esté conectado, después de la última actualización. Sistema completo caído para todo el área, se necesita atención inmediata.",HARDWARE
El programa de nómina pide una licencia que no tengo activada,"El programa de nómina pide una licencia que no tengo activada, de forma intermitente durante el día.",SOFTWARE
